aid,label,uid,age,gender,marriageStatus,education,consumptionAbility,LBS,ct,os,carrier,house,advertiserId,campaignId,creativeId,creativeSize,adCategoryId,productId,productType,appIdAction0,appIdAction1,appIdAction2,appIdAction3,appIdAction4,appIdAction5,appIdAction6,appIdAction7,appIdAction8,appIdAction9,appIdInstall0,appIdInstall1,appIdInstall2,appIdInstall3,appIdInstall4,appIdInstall5,appIdInstall6,appIdInstall7,appIdInstall8,appIdInstall9,interest10,interest11,interest12,interest13,interest14,interest15,interest16,interest17,interest18,interest19,interest20,interest21,interest22,interest23,interest24,interest25,interest26,interest27,interest28,interest29,interest30,interest31,interest32,interest33,interest34,interest35,interest36,interest37,interest38,interest39,interest40,interest41,interest42,interest43,interest44,interest45,interest46,interest47,interest48,interest49,interest50,interest51,interest52,interest53,interest54,interest55,interest56,interest57,interest58,interest59,kw10,kw11,kw12,kw13,kw14,kw15,kw16,kw17,kw18,kw19,kw20,kw21,kw22,kw23,kw24,kw25,kw26,kw27,kw28,kw29,kw30,kw31,kw32,kw33,kw34,kw35,kw36,kw37,kw38,kw39,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39
699,0.0,78508957,0,1,1,1,1,79,0,0,0,3,9,51,30,59,5,0,1,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.8690188441957746,0.9415486795561654,-0.4215443400400026,0.5837180066321578,0.053582489756601195,1.0345914449010576,0.20840690284967422,-0.2513805798121861,-0.4620708056858608,-0.07352574914693832,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.019338658824563027,-0.20988998413085938,0.5109436571598053,-0.09278295040130616,-0.17441660836338996,0.4338745504617691,0.08097999705933034,-0.3832024157047272,0.22913613468408583,-0.5705080986022949,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.01277660634368658,0.5598164618015289,0.3675845623016357,1.0184686779975891,0.010565497539937496,-0.25604885816574097,0.3786760330200195,-0.6054549217224121,0.06761892437934876,0.15439943522214888,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
1991,0.0,3637295,2,2,4,7,0,51,8,1,1,119,6,17,61,53,4,9,3,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.8372831472328731,0.8027841150760651,-0.4965239715363298,0.3105867365375161,-0.01878029713407159,1.166940220764705,0.14732500771060586,-0.6153300463088921,-0.3025667465158871,-0.2458573579788208,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.6402410194277763,1.014266049861908,-0.9060837864875794,0.6572413265705108,0.23673622012138368,1.1849412202835083,-0.5108625203371048,0.22867762446403503,0.05055706202983856,0.10107476338744163,-0.029058264987543225,-0.16525088846683503,0.46553921699523926,-0.04401910388842225,-0.18381460309028624,0.38995887637138366,0.06688304035924375,-0.38268430829048156,0.20124911963939668,-0.5063281893730164,-0.8333839401602745,0.4360524654388428,-0.06547019556164742,-1.4160615146160125,0.18056279104202985,0.4683652199804783,0.45511903390288355,0.6836481675505638,-0.5140974286943674,-0.17884800620377064,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.019774403795599936,0.6002293348312377,0.4317777186632156,1.2678587675094604,0.02162380376830697,-0.30089365392923356,0.439140710234642,-0.742624145746231,0.06904795011505485,0.20768014788627626,0.08267985880374909,-0.2276313543319702,0.09272004887461663,-0.3305362403392792,-0.11863988637924194,-0.3432664781808853,0.17094975113868713,-0.08785066045820714,0.35039888322353363,0.34289088249206545,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
1119,0.0,19229018,3,1,5,1,0,13,0,0,0,120,12,25,32,59,4,14,3,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.8123875043608926,0.777943494645032,-0.5458804958245971,0.2762175586751916,0.16053444570438427,1.3143886761231856,0.2054935246706009,-0.7219246964563023,-0.11403573236682198,-0.3286893652244048,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.0024163277761545033,-0.15899159610271454,0.4379610240459442,-0.031592073291540144,-0.12967790961265563,0.36873491406440734,0.015089067653752864,-0.376085901260376,0.18481763005256652,-0.4643891632556915,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.030912937596440315,0.5365672945976258,0.29556840658187866,0.9557466149330139,0.022544815950095654,-0.23795010447502135,0.3223226606845856,-0.5575394630432129,0.03946167603135109,0.15784045159816742,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
2013,0.0,79277120,1,1,1,2,1,7,9,1,1,0,16,45,59,35,18,6,2,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.9150989353656769,1.034214347600937,-0.2559545449912548,0.679156631231308,0.02805255725979805,1.1236146986484528,0.31402116268873215,-0.13868440687656403,-0.4715014100074768,0.07212130725383759,-0.29588186244169873,0.664036214351654,-0.869245277510749,0.06536495271656248,0.021242367336526513,0.7282364169756571,0.2967439459429847,-0.5749754905700684,-0.8629102574454414,0.21827090779940286,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.4107178545423916,0.5041220999056739,-0.6408953028065818,0.6005117914506367,0.2003088274172374,1.3798839564302139,0.25021930504590273,0.09503646833556038,-0.8696294980389732,-0.11159279303891319,-0.0005725142545998096,-0.06929748319089413,0.16742180287837982,-0.03492030408233404,-0.020266352919861674,0.13734738528728485,0.02731356956064701,-0.11246474459767342,0.041946697514504194,-0.13108782842755318,-0.5611048817634583,0.2954033210873604,-0.06717238202691078,-1.0244453072547912,0.14299234971404076,0.3204043239355087,0.33974285125732423,0.45613894760608675,-0.42249498665332796,-0.11004427224397659,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.00023336028680205346,0.5509121775627136,0.33369899094104766,1.0620283484458923,0.050952804391272366,-0.28454495370388033,0.40993661880493165,-0.6381017863750458,0.07846010662615299,0.08305803313851357,0.07747106063034152,-0.3489445835351944,0.08679454948287457,-0.4880834221839905,-0.09966633515432477,-0.5101597756147385,0.19284937530755997,-0.08374078720808029,0.4914404183626175,0.5916817963123322,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
692,0.0,41528441,0,1,1,7,1,46,5,1,1,121,17,52,20,59,8,7,3,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.7948234842883216,0.9014654391341739,-0.36132860742509365,0.47682121209800243,0.25361703041320044,1.2902931405438318,0.3330003085235755,-0.2743180568019549,-0.2508606689257754,-0.08328922672404183,-0.2681330177519057,0.6876119805706872,-0.939699477619595,0.12215813497702281,0.040570212929095656,0.7634735239876641,0.2973044382201301,-0.5868910402059555,-0.916789323091507,0.2472847600777944,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.399640285409987,1.1041187465190887,-0.7772429913282395,0.4470273394137621,-0.009761911630630494,0.8952805161476135,-0.4611836411058903,-0.12679779464378954,-0.07546252459287643,0.4713375072926283,0.01553379202960059,-0.18859607875347137,0.4719769537448883,-0.04581054281443357,-0.14285882115364074,0.410186368227005,0.1431962564587593,-0.39580159485340116,0.2663933843374252,-0.5344681978225708,-0.5389372348785401,0.2852513432502747,-0.057997054606676104,-0.966299319267273,0.09589983150362968,0.336533260345459,0.28728002309799194,0.48274084329605105,-0.412774395942688,-0.1266622483730316,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.005308816395699978,0.5421671271324158,0.32393567860126493,1.0743947505950928,-0.013176781311631202,-0.22756234109401702,0.37319626212120055,-0.6070090472698212,0.029963323893025518,0.18089253604412078,0.048714179336093365,-0.257729634642601,0.08742608651518821,-0.3293414503335953,-0.07330320738255977,-0.3384514421224594,0.16773417592048645,-0.09481335654854775,0.3315220266580582,0.4387221336364746,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
1119,0.0,62381478,3,1,1,1,0,87,19,1,3,122,12,25,32,59,4,14,3,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.8194312353928884,0.9021647721529007,-0.43050384645660716,0.4699052780245741,0.1359172516191999,1.1581071118513744,0.20293259620666504,-0.3622688477238019,-0.4216346964240074,-0.13109478106101355,-0.2559002600610256,0.5941085815429688,-0.8867795169353485,0.12281648255884647,0.046489672968164086,0.6547960340976715,0.2782718911767006,-0.553601861000061,-0.8768710345029831,0.24882455170154572,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.5147154022540364,0.9074731894901821,-0.7951669352395194,0.5949045206819262,0.017792395183018277,0.9848528972693852,-0.32649036603314535,-0.02981964512062924,-0.170306995511055,0.21496072996939933,-0.010386762954294682,-0.24004160910844802,0.5380163729190827,-0.034000978246331214,-0.1668964371085167,0.43510548770427704,0.0738319860305637,-0.4748759061098099,0.22499141097068787,-0.6024524867534637,-0.6525478541851044,0.3488725543022156,-0.15838465690612794,-1.096452796459198,0.11013091653585434,0.32596838772296904,0.30233994126319885,0.5079933106899261,-0.4241726517677307,-0.12024966031312942,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.03793967291712761,0.5500128448009491,0.31717885434627535,0.9855838656425476,0.027443484961986543,-0.23676635324954987,0.3722612977027893,-0.5968958079814911,0.07591461539268493,0.1926283061504364,0.10795173645019532,-0.224557825922966,0.09266814216971397,-0.28567380607128146,-0.13477547764778136,-0.3462475299835205,0.17562613189220427,-0.061543264985084535,0.3257616698741913,0.3299639463424683,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
117,0.0,36832847,3,1,2,1,1,46,9,1,1,123,6,8,27,53,8,10,3,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.7778515531903222,0.7059579832213265,-0.6404524261043185,0.14213093308111033,0.17466897637184178,1.3831814896492731,0.26547760979848956,-0.8468702889624096,-0.1385424089218889,-0.43952507507942973,-0.27358097210526466,0.6054496020078659,-0.8494770526885986,0.08403048384934664,0.05111976503394544,0.6401392072439194,0.2783103175461292,-0.5547678843140602,-0.83503258228302,0.2350328378379345,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.3838175730779767,0.8308044270563283,-0.808601073528591,0.4864000135689582,-0.057995352305864036,0.9917332877061869,-0.19554161427444533,-0.12156999155290817,-0.3160733768814488,0.25565276814526633,-0.00956272818148136,-0.22337410598993301,0.6269818753004074,-0.09658129811286927,-0.21184313744306565,0.534498780965805,0.06373211182653904,-0.48952641189098356,0.2531025841832161,-0.6738312393426895,-0.6341404438018798,0.37359451651573183,-0.13949852287769318,-1.1412444233894348,0.1606011152267456,0.30867603719234465,0.39262306690216064,0.4738471984863281,-0.44459819197654726,-0.12138081490993499,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.06257776906713844,0.7106803297996521,0.4636230930685997,1.4157880246639252,-0.0261446101590991,-0.3406240105628967,0.44427025616168975,-0.7718766301870346,0.09622603789903224,0.22783312648534776,0.14277298077940942,-0.3203724041581154,0.10290654972195626,-0.41234531402587893,-0.1554407887160778,-0.41648860573768615,0.1983085110783577,-0.08135184068232774,0.41149928867816926,0.4474147319793701,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
389,0.0,22023604,0,1,1,1,1,10,10,3,2,124,23,65,55,79,6,0,0,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.7859959006309509,0.7257783189415932,-0.5891876053065062,0.22101494297385216,0.19273430248722434,1.3570269346237183,0.21189781837165356,-0.7604225352406502,-0.09208910167217255,-0.3959585800766945,-0.26214221119880676,0.6337407231330872,-0.9281836152076721,0.05920330435037613,0.06408832222223282,0.788546085357666,0.275478720664978,-0.6405302286148071,-0.9243000745773315,0.2033633142709732,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.16533027047774307,0.7266025153092213,-0.6371065096722709,0.40127188050084645,-0.1460952642891142,0.980525718174047,0.17616736426673554,-0.29005774417547164,-0.8355303290817473,0.27383296053718637,-0.04081622064113617,-0.22169067412614823,0.5712572693824768,-0.008571279188618063,-0.1496868371963501,0.47922045886516573,0.1431678779423237,-0.4712190568447113,0.22966391295194627,-0.6334778428077698,-0.4575605019927025,0.271611001342535,-0.04020875412970781,-0.8229144811630249,0.10459910705685616,0.23189334198832512,0.2655193768441677,0.37263935059309006,-0.33590105921030045,-0.07325050514191389,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.00868076179176569,0.495414662361145,0.36389010548591616,0.9736407160758972,0.07106444388628005,-0.2569586247205734,0.3919937968254089,-0.597596001625061,0.0029881030321121218,0.14722050130367278,0.08802630677819252,-0.19622876346111298,0.08257457613945007,-0.2921926736831665,-0.06299209818243981,-0.25480825901031495,0.10003299713134765,-0.07711450904607772,0.26421410143375396,0.3177138835191727,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
432,0.0,39527165,4,1,1,7,2,102,9,1,3,125,27,6,44,100,6,0,0,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.7849567787987846,0.8094918855598995,-0.3857515130990318,0.35883958278489964,0.12440954182030899,1.1794481064592088,0.20748190874499933,-0.46545118944985525,-0.14518840504544123,-0.1852855919195073,-0.28350748934529046,0.659627144986933,-0.8754445747895674,0.06941812891851772,0.029877449025992642,0.735953385179693,0.29058829085393384,-0.5791343396360223,-0.874685054475611,0.226082291115414,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.26802085566779843,0.7328512163265891,-0.6589231789112091,0.44332518318981823,-0.02799783161152964,1.0166034576199625,0.06573333494041277,-0.15576104576820912,-0.6630562472602596,0.21498342230916023,-0.0046412119118031114,-0.1991690069437027,0.5082471013069153,-0.07167459018528462,-0.18927767425775527,0.43972536325454714,0.0923365481197834,-0.40825454890727997,0.25602954626083374,-0.536029189825058,-0.6405409336090088,0.39227713346481324,-0.05804247409105301,-1.1887369632720948,0.16084376126527786,0.36816462576389314,0.37845944464206693,0.5143795847892761,-0.3703122466802597,-0.19382957816123964,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,-0.12279041856527328,0.7175509452819824,0.40927715301513673,1.308378553390503,-0.011952375806868077,-0.2989736407995224,0.4195341497659683,-0.7084164381027221,0.08269874937832355,0.21860057711601258,0.13123015332967042,-0.3047902792692184,0.09244353976100683,-0.36754496991634367,-0.15465977229177952,-0.4561058610677719,0.17216906361281872,-0.13089699055999518,0.4614932209253311,0.44974722564220426,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
1468,0.0,47080817,3,1,7,6,1,98,9,1,1,0,8,1,70,60,13,0,0,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.8211108073592186,0.8697950296724836,-0.4309502608763675,0.4229681039384256,0.07731717124503727,1.2219631187617779,0.20780850077668825,-0.4759917998065551,-0.28881350400236744,-0.13140584963063398,-0.2533543348312378,0.6677069425582886,-0.8751513838768006,0.10278118755668401,0.039257559040561316,0.7273966193199157,0.27423838078975676,-0.5766559362411499,-0.8478312492370605,0.2528367578983307,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.3846584122834934,0.6670167005827857,-0.7271938415037261,0.5837237114707629,-0.05490039454566108,1.07082032567511,-0.025588584649893973,-0.11661303503852752,-0.5475170045263238,0.211926627283295,0.003397677652537823,-0.25623546838760375,0.4803230226039886,-0.05556463925167918,-0.11869381219148636,0.40949600338935854,0.10255926251411437,-0.3620599627494812,0.25414557456970216,-0.5872250258922577,-0.5871502518653869,0.30367137044668197,-0.09523885652888567,-1.1216029405593873,0.14448799788951874,0.3452619105577469,0.39140373319387434,0.4834313035011292,-0.47682506740093233,-0.0865680631250143,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438,0.0049209768883883955,0.5845064327120781,0.374409931153059,1.1542425572872161,0.01717253662645817,-0.263503709435463,0.38436695635318757,-0.6339126497507095,0.13031937181949615,0.16587061528116465,0.08521114476025105,-0.2414293885231018,0.11336530894041061,-0.2538453936576843,-0.09592635035514832,-0.3730781853199005,0.14019308537244796,-0.054517795145511624,0.34134112000465394,0.3383129477500916,0.032606545835733414,-0.020061561837792397,0.0017589557683095336,-0.023969177156686783,-0.02588387206196785,0.040183570235967636,0.0007513465243391693,-0.03700656443834305,0.0231516994535923,-0.0440252423286438
